関西,京都府相楽郡精華町光台１丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町光台２丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町光台３丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町光台４丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町光台５丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町光台６丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町光台７丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町光台８丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町光台９丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町狛田１丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町狛田２丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町祝園西１丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町精華台１丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町精華台２丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町精華台３丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町精華台４丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町精華台５丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町精華台６丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町精華台７丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町精華台８丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町精華台９丁目,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字井堀,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字下新庄,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字下峠,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字下馬,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字河原田,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字柿添,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字向山,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字砂川,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字市原,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字市場,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字鹿ケ谷,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字車付,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字十曽,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字鐘付田,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字上新庄,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字浄楽,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字神ノ木,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字清神前,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字西川原,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字石ケ町,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字浅美原,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字前川,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字太田,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字大谷口,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字大福寺,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字大路,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字谷峠,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字谷内垣外,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字中垣内,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字長芝,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字天神久保,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字堂ケ原,★,×,○,,,2021年第2期,
関西,京都府相楽郡精華町大字下狛小字内垣外,★,×,○,,,2021年第2期,
