◆NURO光　東日本サービス提供エリア住所リスト,,,,,,,,
,,,,,要注意エリア1・・・完全にエリア外の住所　　　※住所＝都道府県＋住所１＋住所２＋住所３,,,
,,,,,要注意エリア2・・・住所が同一で一部サービス対象外エリアがあるもの（同一住所数のエリア内率：50%未満）,,,
,,,,,要注意エリア3・・・住所が同一で一部サービス対象外エリアがあるもの（同一住所数のエリア内率：50%以上）,,,
,,,,,,,,
都道府県,住所１,住所２,住所３,"NURO光
対象局舎",要注意エリア,備考,"開局
時期",コメント
北海道,札幌市中央区,旭ケ丘,１丁目,★,,,2020年1期,
北海道,札幌市中央区,旭ケ丘,２丁目,★,,,2020年1期,
北海道,札幌市中央区,旭ケ丘,３丁目,★,,,2020年1期,
北海道,札幌市中央区,旭ケ丘,４丁目,★,,,2020年1期,
北海道,札幌市中央区,旭ケ丘,５丁目,★,,,2020年1期,
北海道,札幌市中央区,旭ケ丘,６丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,１丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,２丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,３丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,４丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,５丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,６丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,７丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,８丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,９丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,１０丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,１１丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,１２丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,１３丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,１４丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,１５丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,１６丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,１７丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,１８丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,１９丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,２０丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,２１丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,２２丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,２３丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,２４丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,２５丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,２６丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,２７丁目,★,,,2020年1期,
北海道,札幌市中央区,大通西,２８丁目,★,,,2020年1期,
北海道,札幌市中央区,大通東,１丁目,★,,,2020年1期,
北海道,札幌市中央区,大通東,２丁目,★,,,2020年1期,
北海道,札幌市中央区,大通東,３丁目,★,,,2020年1期,
北海道,札幌市中央区,大通東,４丁目,★,,,2020年1期,
北海道,札幌市中央区,大通東,５丁目,★,,,2020年1期,
北海道,札幌市中央区,大通東,６丁目,★,,,2020年1期,
北海道,札幌市中央区,大通東,７丁目,★,,,2020年1期,
北海道,札幌市中央区,大通東,８丁目,★,,,2020年1期,
北海道,札幌市中央区,大通東,９丁目,★,,,2020年1期,
北海道,札幌市中央区,大通東,１０丁目,★,,,2020年1期,
北海道,札幌市中央区,大通東,１１丁目,★,,,2020年1期,
北海道,札幌市中央区,大通東,１２丁目,★,,,2020年1期,
北海道,札幌市中央区,大通東,１３丁目,★,,,2020年1期,
北海道,札幌市中央区,大通東,１４丁目,★,,,2020年1期,
北海道,札幌市中央区,北一条西,１丁目,★,,,2020年1期,
北海道,札幌市中央区,北一条西,２丁目,★,,,2020年1期,
